filename,label,img_dir
Image_2347.jpg,ORANGE OAKLEAF,data/train
Image_3901.jpg,PAINTED LADY,data/train
Image_584.jpg,ORANGE OAKLEAF,data/train
Image_339.jpg,SOOTYWING,data/train
Image_1562.jpg,CAIRNS BIRDWING,data/train
Image_466.jpg,EASTERN PINE ELFIN,data/train
Image_2519.jpg,PINE WHITE,data/train
Image_3473.jpg,MILBERTS TORTOISESHELL,data/train
Image_1694.jpg,METALMARK,data/train
Image_22.jpg,EASTERN PINE ELFIN,data/train
Image_1730.jpg,GREEN CELLED CATTLEHEART,data/train
Image_678.jpg,DANAID EGGFLY,data/train
Image_2578.jpg,MESTRA,data/train
Image_1444.jpg,ORCHARD SWALLOW,data/train
Image_3550.jpg,BLUE MORPHO,data/train
Image_3657.jpg,TWO BARRED FLASHER,data/train
Image_2651.jpg,STRAITED QUEEN,data/train
Image_4687.jpg,IPHICLUS SISTER,data/train
Image_1001.jpg,ADONIS,data/train
Image_4070.jpg,BROWN SIPROETA,data/train
Image_4617.jpg,GREAT JAY,data/train
Image_3479.jpg,GREY HAIRSTREAK,data/train
Image_3638.jpg,CHESTNUT,data/train
Image_1900.jpg,EASTERN COMA,data/train
Image_1851.jpg,WOOD SATYR,data/train
Image_4796.jpg,RED SPOTTED PURPLE,data/train
Image_3517.jpg,AN 88,data/train
Image_1576.jpg,COPPER TAIL,data/train
Image_4017.jpg,AFRICAN GIANT SWALLOWTAIL,data/train
Image_1547.jpg,EASTERN PINE ELFIN,data/train
Image_2138.jpg,GOLD BANDED,data/train
Image_1026.jpg,WOOD SATYR,data/train
Image_5093.jpg,MOURNING CLOAK,data/train
Image_1912.jpg,RED SPOTTED PURPLE,data/train
Image_3447.jpg,YELLOW SWALLOW TAIL,data/train
Image_1554.jpg,ORANGE OAKLEAF,data/train
Image_2306.jpg,MILBERTS TORTOISESHELL,data/train
Image_739.jpg,BLACK HAIRSTREAK,data/train
Image_1816.jpg,TWO BARRED FLASHER,data/train
Image_3831.jpg,EASTERN DAPPLE WHITE,data/train
Image_2922.jpg,DANAID EGGFLY,data/train
Image_2915.jpg,AN 88,data/train
Image_1626.jpg,TROPICAL LEAFWING,data/train
Image_568.jpg,MILBERTS TORTOISESHELL,data/train
Image_3561.jpg,CAIRNS BIRDWING,data/train
Image_615.jpg,CLOUDED SULPHUR,data/train
Image_763.jpg,EASTERN PINE ELFIN,data/train
Image_1022.jpg,TROPICAL LEAFWING,data/train
Image_1206.jpg,YELLOW SWALLOW TAIL,data/train
Image_2401.jpg,COMMON WOOD-NYMPH,data/train
Image_698.jpg,IPHICLUS SISTER,data/train
Image_3021.jpg,EASTERN DAPPLE WHITE,data/train
Image_3436.jpg,DANAID EGGFLY,data/train
Image_4254.jpg,EASTERN COMA,data/train
Image_3609.jpg,METALMARK,data/train
Image_4176.jpg,GOLD BANDED,data/train
Image_2206.jpg,COMMON BANDED AWL,data/train
Image_98.jpg,COPPER TAIL,data/train
Image_4837.jpg,CHECQUERED SKIPPER,data/train
Image_1943.jpg,BECKERS WHITE,data/train
Image_4031.jpg,ULYSES,data/train
Image_2719.jpg,PINE WHITE,data/train
Image_3984.jpg,RED SPOTTED PURPLE,data/train
Image_4694.jpg,SCARCE SWALLOW,data/train
Image_2159.jpg,LARGE MARBLE,data/train
Image_4384.jpg,MANGROVE SKIPPER,data/train
Image_1373.jpg,MOURNING CLOAK,data/train
Image_4961.jpg,MESTRA,data/train
Image_525.jpg,MILBERTS TORTOISESHELL,data/train
Image_4347.jpg,BLACK HAIRSTREAK,data/train
Image_901.jpg,AMERICAN SNOOT,data/train
Image_3764.jpg,MALACHITE,data/train
Image_638.jpg,IPHICLUS SISTER,data/train
Image_2937.jpg,BLUE SPOTTED CROW,data/train
Image_1513.jpg,MALACHITE,data/train
Image_1878.jpg,CHECQUERED SKIPPER,data/train
Image_150.jpg,BROWN SIPROETA,data/train
Image_1698.jpg,BLACK HAIRSTREAK,data/train
Image_1200.jpg,BANDED PEACOCK,data/train
Image_1396.jpg,EASTERN DAPPLE WHITE,data/train
Image_287.jpg,PINE WHITE,data/train
Image_2382.jpg,EASTERN DAPPLE WHITE,data/train
Image_64.jpg,BROWN SIPROETA,data/train
Image_4916.jpg,STRAITED QUEEN,data/train
Image_2904.jpg,BECKERS WHITE,data/train
Image_1041.jpg,BANDED ORANGE HELICONIAN,data/train
Image_595.jpg,ORANGE TIP,data/train
Image_2360.jpg,SILVER SPOT SKIPPER,data/train
Image_2343.jpg,LARGE MARBLE,data/train
Image_2232.jpg,METALMARK,data/train
Image_2167.jpg,ADONIS,data/train
Image_3296.jpg,AN 88,data/train
Image_147.jpg,YELLOW SWALLOW TAIL,data/train
Image_3710.jpg,INDRA SWALLOW,data/train
Image_4278.jpg,ATALA,data/train
Image_4672.jpg,SOOTYWING,data/train
Image_4053.jpg,SOOTYWING,data/train
Image_3132.jpg,BANDED PEACOCK,data/train
Image_4177.jpg,CLODIUS PARNASSIAN,data/train
Image_4903.jpg,METALMARK,data/train
Image_4463.jpg,CAIRNS BIRDWING,data/train
Image_3463.jpg,STRAITED QUEEN,data/train
Image_3498.jpg,PIPEVINE SWALLOW,data/train
Image_348.jpg,GREEN CELLED CATTLEHEART,data/train
Image_2985.jpg,BLUE MORPHO,data/train
Image_2365.jpg,AN 88,data/train
Image_4370.jpg,AN 88,data/train
Image_3554.jpg,CHESTNUT,data/train
Image_2291.jpg,GREAT EGGFLY,data/train
Image_1966.jpg,BECKERS WHITE,data/train
Image_1093.jpg,ELBOWED PIERROT,data/train
Image_3413.jpg,BLUE SPOTTED CROW,data/train
Image_1043.jpg,CLOUDED SULPHUR,data/train
Image_2189.jpg,ADONIS,data/train
Image_3465.jpg,AN 88,data/train
Image_690.jpg,SLEEPY ORANGE,data/train
Image_4547.jpg,MESTRA,data/train
Image_1823.jpg,SOUTHERN DOGFACE,data/train
Image_3947.jpg,CLEOPATRA,data/train
Image_3155.jpg,BANDED PEACOCK,data/train
Image_3525.jpg,ZEBRA LONG WING,data/train
Image_1097.jpg,ORCHARD SWALLOW,data/train
Image_3046.jpg,PEACOCK,data/train
Image_3001.jpg,ORANGE TIP,data/train
Image_3177.jpg,AMERICAN SNOOT,data/train
Image_4933.jpg,ADONIS,data/train
Image_3088.jpg,SILVER SPOT SKIPPER,data/train
Image_1438.jpg,YELLOW SWALLOW TAIL,data/train
Image_1886.jpg,BECKERS WHITE,data/train
Image_3371.jpg,COMMON WOOD-NYMPH,data/train
Image_4957.jpg,CRECENT,data/train
Image_3052.jpg,QUESTION MARK,data/train
Image_1231.jpg,CRECENT,data/train
Image_386.jpg,ELBOWED PIERROT,data/train
Image_4269.jpg,MALACHITE,data/train
Image_2179.jpg,POPINJAY,data/train
Image_4173.jpg,BECKERS WHITE,data/train
Image_3336.jpg,ATALA,data/train
Image_4789.jpg,CAIRNS BIRDWING,data/train
Image_1062.jpg,DANAID EGGFLY,data/train
Image_1489.jpg,ULYSES,data/train
Image_1118.jpg,DANAID EGGFLY,data/train
Image_619.jpg,PAPER KITE,data/train
Image_2068.jpg,DANAID EGGFLY,data/train
Image_4607.jpg,SCARCE SWALLOW,data/train
Image_1668.jpg,PAPER KITE,data/train
Image_88.jpg,SCARCE SWALLOW,data/train
Image_607.jpg,MESTRA,data/train
Image_44.jpg,SLEEPY ORANGE,data/train
Image_695.jpg,METALMARK,data/train
Image_2768.jpg,ULYSES,data/train
Image_328.jpg,MOURNING CLOAK,data/train
Image_2101.jpg,BANDED ORANGE HELICONIAN,data/train
Image_2824.jpg,IPHICLUS SISTER,data/train
Image_1341.jpg,SCARCE SWALLOW,data/train
Image_3419.jpg,IPHICLUS SISTER,data/train
Image_2448.jpg,ORCHARD SWALLOW,data/train
Image_1123.jpg,AN 88,data/train
Image_2743.jpg,BLUE SPOTTED CROW,data/train
Image_3031.jpg,MILBERTS TORTOISESHELL,data/train
Image_5147.jpg,RED ADMIRAL,data/train
Image_1905.jpg,MOURNING CLOAK,data/train
Image_982.jpg,ELBOWED PIERROT,data/train
Image_3422.jpg,MILBERTS TORTOISESHELL,data/train
Image_2009.jpg,BANDED ORANGE HELICONIAN,data/train
Image_3921.jpg,BANDED PEACOCK,data/train
Image_3930.jpg,VICEROY,data/train
Image_4829.jpg,STRAITED QUEEN,data/train
Image_3496.jpg,POPINJAY,data/train
Image_2618.jpg,BROWN SIPROETA,data/train
Image_278.jpg,IPHICLUS SISTER,data/train
Image_1363.jpg,MOURNING CLOAK,data/train
Image_1628.jpg,PINE WHITE,data/train
Image_5060.jpg,POPINJAY,data/train
Image_4582.jpg,PIPEVINE SWALLOW,data/train
Image_4737.jpg,PIPEVINE SWALLOW,data/train
Image_5194.jpg,COMMON BANDED AWL,data/train
Image_4205.jpg,GOLD BANDED,data/train
Image_941.jpg,PAINTED LADY,data/train
Image_1528.jpg,PEACOCK,data/train
Image_2997.jpg,CLEOPATRA,data/train
Image_3066.jpg,MILBERTS TORTOISESHELL,data/train
Image_444.jpg,PIPEVINE SWALLOW,data/train
Image_4692.jpg,TWO BARRED FLASHER,data/train
Image_1083.jpg,PINE WHITE,data/train
Image_203.jpg,IPHICLUS SISTER,data/train
Image_1603.jpg,METALMARK,data/train
Image_2691.jpg,GREAT JAY,data/train
Image_1401.jpg,JULIA,data/train
Image_1016.jpg,PAPER KITE,data/train
Image_12.jpg,MILBERTS TORTOISESHELL,data/train
Image_1048.jpg,RED CRACKER,data/train
Image_4298.jpg,RED POSTMAN,data/train
Image_5175.jpg,CLEOPATRA,data/train
Image_1137.jpg,PIPEVINE SWALLOW,data/train
Image_3755.jpg,COPPER TAIL,data/train
Image_1316.jpg,RED POSTMAN,data/train
Image_1763.jpg,MILBERTS TORTOISESHELL,data/train
Image_4834.jpg,COMMON WOOD-NYMPH,data/train
Image_4950.jpg,CHECQUERED SKIPPER,data/train
Image_4893.jpg,RED ADMIRAL,data/train
Image_3329.jpg,APPOLLO,data/train
Image_4823.jpg,CABBAGE WHITE,data/train
Image_3407.jpg,STRAITED QUEEN,data/train
Image_3778.jpg,CAIRNS BIRDWING,data/train
Image_3830.jpg,MOURNING CLOAK,data/train
Image_2628.jpg,RED ADMIRAL,data/train
Image_669.jpg,CABBAGE WHITE,data/train
Image_3938.jpg,TROPICAL LEAFWING,data/train
Image_5090.jpg,INDRA SWALLOW,data/train
Image_1978.jpg,MOURNING CLOAK,data/train
Image_4202.jpg,GREAT JAY,data/train
Image_3346.jpg,GREAT EGGFLY,data/train
Image_5000.jpg,QUESTION MARK,data/train
Image_474.jpg,RED CRACKER,data/train
Image_2602.jpg,PAPER KITE,data/train
Image_2058.jpg,GREAT JAY,data/train
Image_531.jpg,POPINJAY,data/train
Image_3003.jpg,ATALA,data/train
Image_788.jpg,AMERICAN SNOOT,data/train
Image_4193.jpg,LARGE MARBLE,data/train
Image_240.jpg,GREY HAIRSTREAK,data/train
Image_3303.jpg,RED POSTMAN,data/train
Image_470.jpg,METALMARK,data/train
Image_1732.jpg,CLEOPATRA,data/train
Image_2799.jpg,ZEBRA LONG WING,data/train
Image_4178.jpg,RED CRACKER,data/train
Image_4157.jpg,MOURNING CLOAK,data/train
Image_2255.jpg,CABBAGE WHITE,data/train
Image_3671.jpg,CAIRNS BIRDWING,data/train
Image_4558.jpg,SOOTYWING,data/train
Image_3351.jpg,CABBAGE WHITE,data/train
Image_1209.jpg,STRAITED QUEEN,data/train
Image_1486.jpg,ZEBRA LONG WING,data/train
Image_1503.jpg,MANGROVE SKIPPER,data/train
Image_4662.jpg,CLODIUS PARNASSIAN,data/train
Image_1822.jpg,PURPLE HAIRSTREAK,data/train
Image_2225.jpg,EASTERN COMA,data/train
Image_748.jpg,RED POSTMAN,data/train
Image_864.jpg,EASTERN DAPPLE WHITE,data/train
Image_2770.jpg,YELLOW SWALLOW TAIL,data/train
Image_3223.jpg,ZEBRA LONG WING,data/train
Image_3747.jpg,PURPLISH COPPER,data/train
Image_4058.jpg,RED CRACKER,data/train
Image_3843.jpg,ORANGE OAKLEAF,data/train
Image_2976.jpg,CHECQUERED SKIPPER,data/train
Image_401.jpg,CHESTNUT,data/train
Image_4488.jpg,PURPLE HAIRSTREAK,data/train
Image_3396.jpg,BLACK HAIRSTREAK,data/train
Image_1190.jpg,WOOD SATYR,data/train
Image_847.jpg,SOUTHERN DOGFACE,data/train
Image_4836.jpg,GREY HAIRSTREAK,data/train
Image_848.jpg,SILVER SPOT SKIPPER,data/train
Image_2523.jpg,YELLOW SWALLOW TAIL,data/train
Image_2617.jpg,SLEEPY ORANGE,data/train
Image_1159.jpg,ADONIS,data/train
Image_2808.jpg,BECKERS WHITE,data/train
Image_4341.jpg,CAIRNS BIRDWING,data/train
Image_1290.jpg,ATALA,data/train
Image_3538.jpg,GREAT EGGFLY,data/train
Image_3096.jpg,MILBERTS TORTOISESHELL,data/train
Image_1311.jpg,WOOD SATYR,data/train
Image_3998.jpg,AFRICAN GIANT SWALLOWTAIL,data/train
Image_1615.jpg,CRIMSON PATCH,data/train
Image_4757.jpg,GREAT EGGFLY,data/train
Image_477.jpg,ADONIS,data/train
Image_1706.jpg,CRECENT,data/train
Image_4281.jpg,ORANGE TIP,data/train
Image_658.jpg,MESTRA,data/train
Image_1887.jpg,LARGE MARBLE,data/train
Image_625.jpg,QUESTION MARK,data/train
Image_1544.jpg,PAINTED LADY,data/train
Image_957.jpg,MALACHITE,data/train
Image_4055.jpg,PIPEVINE SWALLOW,data/train
Image_3909.jpg,ORCHARD SWALLOW,data/train
Image_3373.jpg,PURPLISH COPPER,data/train
Image_1208.jpg,AFRICAN GIANT SWALLOWTAIL,data/train
Image_2459.jpg,SILVER SPOT SKIPPER,data/train
Image_2554.jpg,VICEROY,data/train
Image_4685.jpg,GREAT EGGFLY,data/train
Image_5149.jpg,EASTERN PINE ELFIN,data/train
Image_244.jpg,WOOD SATYR,data/train
Image_1348.jpg,BANDED ORANGE HELICONIAN,data/train
Image_3026.jpg,ADONIS,data/train
Image_273.jpg,ZEBRA LONG WING,data/train
Image_325.jpg,PURPLISH COPPER,data/train
Image_2305.jpg,DANAID EGGFLY,data/train
Image_2303.jpg,EASTERN PINE ELFIN,data/train
Image_160.jpg,POPINJAY,data/train
Image_450.jpg,PINE WHITE,data/train
Image_4573.jpg,EASTERN PINE ELFIN,data/train
Image_2792.jpg,CHESTNUT,data/train
Image_2081.jpg,BLACK HAIRSTREAK,data/train
Image_4718.jpg,SILVER SPOT SKIPPER,data/train
Image_928.jpg,MESTRA,data/train
Image_3979.jpg,CAIRNS BIRDWING,data/train
Image_1262.jpg,EASTERN PINE ELFIN,data/train
Image_1716.jpg,SILVER SPOT SKIPPER,data/train
Image_72.jpg,RED POSTMAN,data/train
Image_161.jpg,STRAITED QUEEN,data/train
Image_5165.jpg,CLOUDED SULPHUR,data/train
Image_2657.jpg,PAPER KITE,data/train
Image_2804.jpg,LARGE MARBLE,data/train
Image_554.jpg,EASTERN COMA,data/train
Image_1580.jpg,AMERICAN SNOOT,data/train
Image_3751.jpg,CAIRNS BIRDWING,data/train
Image_241.jpg,COMMON BANDED AWL,data/train
Image_3726.jpg,PIPEVINE SWALLOW,data/train
Image_3842.jpg,ULYSES,data/train
Image_4302.jpg,CHECQUERED SKIPPER,data/train
Image_789.jpg,MONARCH,data/train
Image_4594.jpg,GOLD BANDED,data/train
Image_3993.jpg,COMMON WOOD-NYMPH,data/train
Image_4527.jpg,MONARCH,data/train
Image_519.jpg,COPPER TAIL,data/train
Image_1325.jpg,COMMON WOOD-NYMPH,data/train
Image_887.jpg,BLUE SPOTTED CROW,data/train
Image_443.jpg,RED CRACKER,data/train
Image_960.jpg,JULIA,data/train
Image_3176.jpg,RED POSTMAN,data/train
Image_2320.jpg,AFRICAN GIANT SWALLOWTAIL,data/train
Image_5197.jpg,POPINJAY,data/train
Image_4086.jpg,EASTERN PINE ELFIN,data/train
Image_2815.jpg,SOUTHERN DOGFACE,data/train
Image_5126.jpg,SOOTYWING,data/train
Image_1817.jpg,AMERICAN SNOOT,data/train
Image_1653.jpg,MANGROVE SKIPPER,data/train
Image_2122.jpg,CAIRNS BIRDWING,data/train
Image_621.jpg,EASTERN PINE ELFIN,data/train
Image_4207.jpg,CLOUDED SULPHUR,data/train
Image_27.jpg,TROPICAL LEAFWING,data/train
Image_4660.jpg,DANAID EGGFLY,data/train
Image_1163.jpg,MOURNING CLOAK,data/train
Image_4048.jpg,MILBERTS TORTOISESHELL,data/train
Image_684.jpg,CAIRNS BIRDWING,data/train
Image_1236.jpg,IPHICLUS SISTER,data/train
Image_2834.jpg,TROPICAL LEAFWING,data/train
Image_1060.jpg,YELLOW SWALLOW TAIL,data/train
Image_4629.jpg,CRECENT,data/train
Image_3258.jpg,GREY HAIRSTREAK,data/train
Image_29.jpg,SCARCE SWALLOW,data/train
Image_4751.jpg,CLEOPATRA,data/train
Image_2959.jpg,GREAT EGGFLY,data/train
Image_3989.jpg,CLEOPATRA,data/train
Image_786.jpg,MILBERTS TORTOISESHELL,data/train
Image_398.jpg,POPINJAY,data/train
Image_834.jpg,ORANGE TIP,data/train
Image_4112.jpg,AN 88,data/train
Image_3659.jpg,PAINTED LADY,data/train
Image_790.jpg,PEACOCK,data/train
Image_2492.jpg,EASTERN COMA,data/train
Image_3124.jpg,CLODIUS PARNASSIAN,data/train
Image_2821.jpg,ORANGE TIP,data/train
Image_5155.jpg,TWO BARRED FLASHER,data/train
Image_812.jpg,RED SPOTTED PURPLE,data/train
Image_1947.jpg,AN 88,data/train
Image_4955.jpg,AN 88,data/train
Image_324.jpg,WOOD SATYR,data/train
Image_1440.jpg,GREAT JAY,data/train
Image_4310.jpg,WOOD SATYR,data/train
Image_2916.jpg,CABBAGE WHITE,data/train
Image_3527.jpg,EASTERN PINE ELFIN,data/train
Image_3876.jpg,CLODIUS PARNASSIAN,data/train
Image_4552.jpg,SILVER SPOT SKIPPER,data/train
Image_2441.jpg,YELLOW SWALLOW TAIL,data/train
Image_1670.jpg,AN 88,data/train
Image_1174.jpg,EASTERN COMA,data/train
Image_714.jpg,PURPLISH COPPER,data/train
Image_4289.jpg,LARGE MARBLE,data/train
Image_3262.jpg,SOUTHERN DOGFACE,data/train
Image_4401.jpg,RED CRACKER,data/train
Image_4336.jpg,COMMON WOOD-NYMPH,data/train
Image_1994.jpg,COMMON BANDED AWL,data/train
Image_2739.jpg,TROPICAL LEAFWING,data/train
Image_4435.jpg,TROPICAL LEAFWING,data/train
Image_2418.jpg,EASTERN COMA,data/train
Image_4496.jpg,TWO BARRED FLASHER,data/train
Image_1204.jpg,TROPICAL LEAFWING,data/train
Image_3040.jpg,BLUE MORPHO,data/train
Image_487.jpg,STRAITED QUEEN,data/train
Image_2059.jpg,GREAT JAY,data/train
Image_3977.jpg,SILVER SPOT SKIPPER,data/train
Image_971.jpg,GREEN CELLED CATTLEHEART,data/train
Image_4495.jpg,COMMON BANDED AWL,data/train
Image_4998.jpg,ATALA,data/train
Image_482.jpg,ADONIS,data/train
Image_665.jpg,BECKERS WHITE,data/train
Image_4123.jpg,COMMON WOOD-NYMPH,data/train
Image_3199.jpg,BLUE SPOTTED CROW,data/train
Image_997.jpg,EASTERN COMA,data/train
Image_2761.jpg,ELBOWED PIERROT,data/train
Image_3802.jpg,BECKERS WHITE,data/train
Image_5187.jpg,PURPLE HAIRSTREAK,data/train
Image_2029.jpg,SLEEPY ORANGE,data/train
Image_5091.jpg,WOOD SATYR,data/train
Image_1661.jpg,SOOTYWING,data/train
Image_1692.jpg,QUESTION MARK,data/train
Image_2349.jpg,PURPLE HAIRSTREAK,data/train
Image_1172.jpg,BLUE SPOTTED CROW,data/train
Image_3648.jpg,APPOLLO,data/train
Image_3427.jpg,PIPEVINE SWALLOW,data/train
Image_4445.jpg,CLOUDED SULPHUR,data/train
Image_874.jpg,AFRICAN GIANT SWALLOWTAIL,data/train
Image_1496.jpg,COMMON BANDED AWL,data/train
Image_3875.jpg,RED POSTMAN,data/train
Image_2744.jpg,WOOD SATYR,data/train
Image_4349.jpg,BLUE MORPHO,data/train
Image_9.jpg,SILVER SPOT SKIPPER,data/train
Image_988.jpg,AMERICAN SNOOT,data/train
Image_5005.jpg,BANDED ORANGE HELICONIAN,data/train
Image_3535.jpg,COMMON BANDED AWL,data/train
Image_330.jpg,SCARCE SWALLOW,data/train
Image_4499.jpg,CRECENT,data/train
Image_4415.jpg,BANDED PEACOCK,data/train
Image_2676.jpg,TROPICAL LEAFWING,data/train
Image_2736.jpg,ORCHARD SWALLOW,data/train
Image_5137.jpg,BANDED ORANGE HELICONIAN,data/train
